scenario_id,n_total,lambda0,cens_prop,prev,hr_overall,rel,hr_pos,hr_neg,true_hr_mix,true_rmst6,true_rmst12,true_mile6,true_mile12,replications
649,1000,0.0192540883488874,0.0,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.0974741560016081,0.365749662988549,0.0314478509933108,0.0570795130761399,200
650,1000,0.0192540883488874,0.0,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.0974397253312187,0.365488563940261,0.031430943242681,0.0570165611352721,200
651,1000,0.0192540883488874,0.0,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.0974191212707449,0.365332727010205,0.0314208343165187,0.0569790565340957,200
652,1000,0.0192540883488874,0.0,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.0647733388414213,0.242273642878244,0.0208630294204412,0.0376817348644702,200
653,1000,0.0192540883488874,0.0,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.064728711105043,0.241937773975138,0.0208411709164319,0.0376011784004064,200
654,1000,0.0192540883488874,0.0,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.0647020149380735,0.241737461091773,0.0208281086118826,0.0375532345845322,200
655,1000,0.0192540883488874,0.0,0.1,0.9,0.7,0.63,0.93,0.9,0.0323238035786524,0.120672082243722,0.0104009117165177,0.0187307804466006,200
656,1000,0.0192540883488874,0.0,0.1,0.9,0.8,0.72,0.92,0.9,0.0322677520632402,0.120253420380415,0.0103735289965156,0.0186308921960289,200
657,1000,0.0192540883488874,0.0,0.1,0.9,0.9,0.81,0.91,0.9,0.0322342348302529,0.120003916878737,0.0103571737951571,0.0185715036862932,200
658,1000,0.0192540883488874,0.0,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0001233573087064,0.0009125864628849,6.00651779336658e-05,0.0002162817188435,200
659,1000,0.0192540883488874,0.0,0.1,1.0,0.8,0.8,1.02222222222222,1.0,5.46849814790917e-05,0.0004035195030915,2.66038579375127e-05,9.54614088470862e-05,200
660,1000,0.0192540883488874,0.0,0.1,1.0,0.9,0.9,1.01111111111111,1.0,1.36362869902484e-05,0.0001003660755962,6.62815457286303e-06,2.37013429341681e-05,200
661,1000,0.0192540883488874,0.0,0.3,0.7,0.7,0.49,0.79,0.7,0.0976505178473399,0.367081757726929,0.0315343388105985,0.0573998060821543,200
662,1000,0.0192540883488874,0.0,0.3,0.7,0.8,0.56,0.76,0.7,0.0975180350318618,0.366079492292565,0.0314693340168287,0.0571585520200395,200
663,1000,0.0192540883488874,0.0,0.3,0.7,0.9,0.63,0.73,0.7,0.0974386804504004,0.365480183370181,0.0314304200201806,0.0570144649667766,200
664,1000,0.0192540883488874,0.0,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.0650018018993386,0.243985267351277,0.0209747559448301,0.0380909706873545,200
665,1000,0.0192540883488874,0.0,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.0648301415778629,0.242696858055023,0.0208907557883459,0.0377825312969705,200
666,1000,0.0192540883488874,0.0,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.0647273455424253,0.241926827179483,0.0208404871146214,0.0375984422273485,200
667,1000,0.0192540883488874,0.0,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.0326105848471823,0.122803223744105,0.01054076713042,0.0192374478369304,200
668,1000,0.0192540883488874,0.0,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.0323950568364468,0.121198296782115,0.0104355862985627,0.0188553375152918,200
669,1000,0.0192540883488874,0.0,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.0322660228730962,0.120239568735235,0.0103726631539826,0.0186274328584717,200
670,1000,0.0192540883488874,0.0,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0004745114638149,0.0035010098668735,0.0002308356207022,0.0008281869609253,200
671,1000,0.0192540883488874,0.0,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0002105444048963,0.0015508248010167,0.0001023650395977,0.0003664228040859,200
672,1000,0.0192540883488874,0.0,0.3,1.0,0.9,0.9,1.04285714285714,1.0,5.25492354785939e-05,0.0003864268446349,2.5534550787687e-05,9.11968825599851e-05,200
673,1000,0.0192540883488874,0.0,0.5,0.7,0.7,0.49,0.91,0.7,0.0979662738687344,0.369454160346756,0.0316889056347736,0.057968160151063,200
674,1000,0.0192540883488874,0.0,0.5,0.7,0.8,0.56,0.84,0.7,0.0976584897500308,0.367135634196357,0.0315381077982312,0.0574117087602938,200
675,1000,0.0192540883488874,0.0,0.5,0.7,0.9,0.63,0.77,0.7,0.097473824076606,0.365744662067605,0.0314476330407162,0.0570778961390582,200
676,1000,0.0192540883488874,0.0,0.5,0.8,0.7,0.56,1.04,0.8,0.065410528937436,0.247029040442776,0.021174224721246,0.0388156840734978,200
677,1000,0.0192540883488874,0.0,0.5,0.8,0.8,0.64,0.96,0.8,0.0650119730446699,0.244052180527021,0.0209795223429212,0.0381054288068067,200
678,1000,0.0192540883488874,0.0,0.5,0.8,0.9,0.72,0.88,0.8,0.0647728476156253,0.242266304842428,0.0208627075676894,0.0376793726913867,200
679,1000,0.0192540883488874,0.0,0.5,0.9,0.7,0.63,1.17,0.9,0.0331232563644557,0.126587381058968,0.0107902011245887,0.0201328919099727,200
680,1000,0.0192540883488874,0.0,0.5,0.9,0.8,0.72,1.08,0.9,0.0326231569383131,0.122883664169667,0.0105466053174257,0.0192544200274138,200
681,1000,0.0192540883488874,0.0,0.5,0.9,0.9,0.81,0.99,0.9,0.0323231101438388,0.120661811600556,0.0104004583656963,0.0187274888005805,200
682,1000,0.0192540883488874,0.0,0.5,1.0,0.7,0.7,1.3,1.0,0.0011017863422075,0.0080903255657958,0.0005350972747953,0.0019074425629692,200
683,1000,0.0192540883488874,0.0,0.5,1.0,0.8,0.8,1.2,1.0,0.0004896666393419,0.0035952297820252,0.0002378077868311,0.0008475637148936,200
684,1000,0.0192540883488874,0.0,0.5,1.0,0.9,0.9,1.1,1.0,0.0001224142329805,0.0008987368821919,5.94499631501044e-05,0.0002118626524517,200
685,1000,0.0192540883488874,0.1,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.0974741560016081,0.365749662988549,0.0314478509933108,0.0570795130761399,200
686,1000,0.0192540883488874,0.1,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.0974397253312187,0.365488563940261,0.031430943242681,0.0570165611352721,200
687,1000,0.0192540883488874,0.1,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.0974191212707449,0.365332727010205,0.0314208343165187,0.0569790565340957,200
688,1000,0.0192540883488874,0.1,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.0647733388414213,0.242273642878244,0.0208630294204412,0.0376817348644702,200
689,1000,0.0192540883488874,0.1,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.064728711105043,0.241937773975138,0.0208411709164319,0.0376011784004064,200
690,1000,0.0192540883488874,0.1,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.0647020149380735,0.241737461091773,0.0208281086118826,0.0375532345845322,200
691,1000,0.0192540883488874,0.1,0.1,0.9,0.7,0.63,0.93,0.9,0.0323238035786524,0.120672082243722,0.0104009117165177,0.0187307804466006,200
692,1000,0.0192540883488874,0.1,0.1,0.9,0.8,0.72,0.92,0.9,0.0322677520632402,0.120253420380415,0.0103735289965156,0.0186308921960289,200
693,1000,0.0192540883488874,0.1,0.1,0.9,0.9,0.81,0.91,0.9,0.0322342348302529,0.120003916878737,0.0103571737951571,0.0185715036862932,200
694,1000,0.0192540883488874,0.1,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0001233573087064,0.0009125864628849,6.00651779336658e-05,0.0002162817188435,200
695,1000,0.0192540883488874,0.1,0.1,1.0,0.8,0.8,1.02222222222222,1.0,5.46849814790917e-05,0.0004035195030915,2.66038579375127e-05,9.54614088470862e-05,200
696,1000,0.0192540883488874,0.1,0.1,1.0,0.9,0.9,1.01111111111111,1.0,1.36362869902484e-05,0.0001003660755962,6.62815457286303e-06,2.37013429341681e-05,200
697,1000,0.0192540883488874,0.1,0.3,0.7,0.7,0.49,0.79,0.7,0.0976505178473399,0.367081757726929,0.0315343388105985,0.0573998060821543,200
698,1000,0.0192540883488874,0.1,0.3,0.7,0.8,0.56,0.76,0.7,0.0975180350318618,0.366079492292565,0.0314693340168287,0.0571585520200395,200
699,1000,0.0192540883488874,0.1,0.3,0.7,0.9,0.63,0.73,0.7,0.0974386804504004,0.365480183370181,0.0314304200201806,0.0570144649667766,200
700,1000,0.0192540883488874,0.1,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.0650018018993386,0.243985267351277,0.0209747559448301,0.0380909706873545,200
701,1000,0.0192540883488874,0.1,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.0648301415778629,0.242696858055023,0.0208907557883459,0.0377825312969705,200
702,1000,0.0192540883488874,0.1,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.0647273455424253,0.241926827179483,0.0208404871146214,0.0375984422273485,200
703,1000,0.0192540883488874,0.1,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.0326105848471823,0.122803223744105,0.01054076713042,0.0192374478369304,200
704,1000,0.0192540883488874,0.1,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.0323950568364468,0.121198296782115,0.0104355862985627,0.0188553375152918,200
705,1000,0.0192540883488874,0.1,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.0322660228730962,0.120239568735235,0.0103726631539826,0.0186274328584717,200
706,1000,0.0192540883488874,0.1,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0004745114638149,0.0035010098668735,0.0002308356207022,0.0008281869609253,200
707,1000,0.0192540883488874,0.1,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0002105444048963,0.0015508248010167,0.0001023650395977,0.0003664228040859,200
708,1000,0.0192540883488874,0.1,0.3,1.0,0.9,0.9,1.04285714285714,1.0,5.25492354785939e-05,0.0003864268446349,2.5534550787687e-05,9.11968825599851e-05,200
709,1000,0.0192540883488874,0.1,0.5,0.7,0.7,0.49,0.91,0.7,0.0979662738687344,0.369454160346756,0.0316889056347736,0.057968160151063,200
710,1000,0.0192540883488874,0.1,0.5,0.7,0.8,0.56,0.84,0.7,0.0976584897500308,0.367135634196357,0.0315381077982312,0.0574117087602938,200
711,1000,0.0192540883488874,0.1,0.5,0.7,0.9,0.63,0.77,0.7,0.097473824076606,0.365744662067605,0.0314476330407162,0.0570778961390582,200
712,1000,0.0192540883488874,0.1,0.5,0.8,0.7,0.56,1.04,0.8,0.065410528937436,0.247029040442776,0.021174224721246,0.0388156840734978,200
713,1000,0.0192540883488874,0.1,0.5,0.8,0.8,0.64,0.96,0.8,0.0650119730446699,0.244052180527021,0.0209795223429212,0.0381054288068067,200
714,1000,0.0192540883488874,0.1,0.5,0.8,0.9,0.72,0.88,0.8,0.0647728476156253,0.242266304842428,0.0208627075676894,0.0376793726913867,200
715,1000,0.0192540883488874,0.1,0.5,0.9,0.7,0.63,1.17,0.9,0.0331232563644557,0.126587381058968,0.0107902011245887,0.0201328919099727,200
716,1000,0.0192540883488874,0.1,0.5,0.9,0.8,0.72,1.08,0.9,0.0326231569383131,0.122883664169667,0.0105466053174257,0.0192544200274138,200
717,1000,0.0192540883488874,0.1,0.5,0.9,0.9,0.81,0.99,0.9,0.0323231101438388,0.120661811600556,0.0104004583656963,0.0187274888005805,200
718,1000,0.0192540883488874,0.1,0.5,1.0,0.7,0.7,1.3,1.0,0.0011017863422075,0.0080903255657958,0.0005350972747953,0.0019074425629692,200
719,1000,0.0192540883488874,0.1,0.5,1.0,0.8,0.8,1.2,1.0,0.0004896666393419,0.0035952297820252,0.0002378077868311,0.0008475637148936,200
720,1000,0.0192540883488874,0.1,0.5,1.0,0.9,0.9,1.1,1.0,0.0001224142329805,0.0008987368821919,5.94499631501044e-05,0.0002118626524517,200
721,1000,0.0192540883488874,0.3,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.0974741560016081,0.365749662988549,0.0314478509933108,0.0570795130761399,200
722,1000,0.0192540883488874,0.3,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.0974397253312187,0.365488563940261,0.031430943242681,0.0570165611352721,200
723,1000,0.0192540883488874,0.3,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.0974191212707449,0.365332727010205,0.0314208343165187,0.0569790565340957,200
724,1000,0.0192540883488874,0.3,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.0647733388414213,0.242273642878244,0.0208630294204412,0.0376817348644702,200
725,1000,0.0192540883488874,0.3,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.064728711105043,0.241937773975138,0.0208411709164319,0.0376011784004064,200
726,1000,0.0192540883488874,0.3,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.0647020149380735,0.241737461091773,0.0208281086118826,0.0375532345845322,200
727,1000,0.0192540883488874,0.3,0.1,0.9,0.7,0.63,0.93,0.9,0.0323238035786524,0.120672082243722,0.0104009117165177,0.0187307804466006,200
728,1000,0.0192540883488874,0.3,0.1,0.9,0.8,0.72,0.92,0.9,0.0322677520632402,0.120253420380415,0.0103735289965156,0.0186308921960289,200
729,1000,0.0192540883488874,0.3,0.1,0.9,0.9,0.81,0.91,0.9,0.0322342348302529,0.120003916878737,0.0103571737951571,0.0185715036862932,200
730,1000,0.0192540883488874,0.3,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0001233573087064,0.0009125864628849,6.00651779336658e-05,0.0002162817188435,200
731,1000,0.0192540883488874,0.3,0.1,1.0,0.8,0.8,1.02222222222222,1.0,5.46849814790917e-05,0.0004035195030915,2.66038579375127e-05,9.54614088470862e-05,200
732,1000,0.0192540883488874,0.3,0.1,1.0,0.9,0.9,1.01111111111111,1.0,1.36362869902484e-05,0.0001003660755962,6.62815457286303e-06,2.37013429341681e-05,200
733,1000,0.0192540883488874,0.3,0.3,0.7,0.7,0.49,0.79,0.7,0.0976505178473399,0.367081757726929,0.0315343388105985,0.0573998060821543,200
734,1000,0.0192540883488874,0.3,0.3,0.7,0.8,0.56,0.76,0.7,0.0975180350318618,0.366079492292565,0.0314693340168287,0.0571585520200395,200
735,1000,0.0192540883488874,0.3,0.3,0.7,0.9,0.63,0.73,0.7,0.0974386804504004,0.365480183370181,0.0314304200201806,0.0570144649667766,200
736,1000,0.0192540883488874,0.3,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.0650018018993386,0.243985267351277,0.0209747559448301,0.0380909706873545,200
737,1000,0.0192540883488874,0.3,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.0648301415778629,0.242696858055023,0.0208907557883459,0.0377825312969705,200
738,1000,0.0192540883488874,0.3,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.0647273455424253,0.241926827179483,0.0208404871146214,0.0375984422273485,200
739,1000,0.0192540883488874,0.3,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.0326105848471823,0.122803223744105,0.01054076713042,0.0192374478369304,200
740,1000,0.0192540883488874,0.3,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.0323950568364468,0.121198296782115,0.0104355862985627,0.0188553375152918,200
741,1000,0.0192540883488874,0.3,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.0322660228730962,0.120239568735235,0.0103726631539826,0.0186274328584717,200
742,1000,0.0192540883488874,0.3,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0004745114638149,0.0035010098668735,0.0002308356207022,0.0008281869609253,200
743,1000,0.0192540883488874,0.3,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0002105444048963,0.0015508248010167,0.0001023650395977,0.0003664228040859,200
744,1000,0.0192540883488874,0.3,0.3,1.0,0.9,0.9,1.04285714285714,1.0,5.25492354785939e-05,0.0003864268446349,2.5534550787687e-05,9.11968825599851e-05,200
745,1000,0.0192540883488874,0.3,0.5,0.7,0.7,0.49,0.91,0.7,0.0979662738687344,0.369454160346756,0.0316889056347736,0.057968160151063,200
746,1000,0.0192540883488874,0.3,0.5,0.7,0.8,0.56,0.84,0.7,0.0976584897500308,0.367135634196357,0.0315381077982312,0.0574117087602938,200
747,1000,0.0192540883488874,0.3,0.5,0.7,0.9,0.63,0.77,0.7,0.097473824076606,0.365744662067605,0.0314476330407162,0.0570778961390582,200
748,1000,0.0192540883488874,0.3,0.5,0.8,0.7,0.56,1.04,0.8,0.065410528937436,0.247029040442776,0.021174224721246,0.0388156840734978,200
749,1000,0.0192540883488874,0.3,0.5,0.8,0.8,0.64,0.96,0.8,0.0650119730446699,0.244052180527021,0.0209795223429212,0.0381054288068067,200
750,1000,0.0192540883488874,0.3,0.5,0.8,0.9,0.72,0.88,0.8,0.0647728476156253,0.242266304842428,0.0208627075676894,0.0376793726913867,200
751,1000,0.0192540883488874,0.3,0.5,0.9,0.7,0.63,1.17,0.9,0.0331232563644557,0.126587381058968,0.0107902011245887,0.0201328919099727,200
752,1000,0.0192540883488874,0.3,0.5,0.9,0.8,0.72,1.08,0.9,0.0326231569383131,0.122883664169667,0.0105466053174257,0.0192544200274138,200
753,1000,0.0192540883488874,0.3,0.5,0.9,0.9,0.81,0.99,0.9,0.0323231101438388,0.120661811600556,0.0104004583656963,0.0187274888005805,200
754,1000,0.0192540883488874,0.3,0.5,1.0,0.7,0.7,1.3,1.0,0.0011017863422075,0.0080903255657958,0.0005350972747953,0.0019074425629692,200
755,1000,0.0192540883488874,0.3,0.5,1.0,0.8,0.8,1.2,1.0,0.0004896666393419,0.0035952297820252,0.0002378077868311,0.0008475637148936,200
756,1000,0.0192540883488874,0.3,0.5,1.0,0.9,0.9,1.1,1.0,0.0001224142329805,0.0008987368821919,5.94499631501044e-05,0.0002118626524517,200
757,1000,0.0577622650466621,0.0,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.257479801508493,0.854859020745453,0.0777132742833485,0.116329241402886,200
758,1000,0.0577622650466621,0.0,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.25720130178379,0.852957476896103,0.0775814260183892,0.11590374126325,200
759,1000,0.0577622650466621,0.0,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.257035515127169,0.851834360468406,0.0775031561911367,0.115653889180104,200
760,1000,0.0577622650466621,0.0,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.170019578017961,0.559327746656114,0.0510501271758563,0.0752776335429957,200
761,1000,0.0577622650466621,0.0,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.169664008571582,0.556953118934194,0.0508831226174672,0.0747549036178605,200
762,1000,0.0577622650466621,0.0,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.169452581201298,0.55555370730667,0.050784135639347,0.0744489272216842,200
763,1000,0.0577622650466621,0.0,0.1,0.9,0.7,0.63,0.93,0.9,0.0845264207354575,0.276598946913609,0.0253022874374631,0.036990149162255,200
764,1000,0.0577622650466621,0.0,0.1,0.9,0.8,0.72,0.92,0.9,0.0840865112761362,0.273724991469502,0.0250973095736422,0.0363678624723736,200
765,1000,0.0577622650466621,0.0,0.1,0.9,0.9,0.81,0.91,0.9,0.0838252274817259,0.272035080091452,0.0249760029996726,0.0360047678974331,200
766,1000,0.0577622650466621,0.0,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0009498413826491,0.0060349523411016,0.0004380989836862,0.0012792064626564,200
767,1000,0.0577622650466621,0.0,0.1,1.0,0.8,0.8,1.02222222222222,1.0,0.0004189200048205,0.0026414425673397,0.0001926851060749,0.0005565565703458,200
768,1000,0.0577622650466621,0.0,0.1,1.0,0.9,0.9,1.01111111111111,1.0,0.0001039332867103,0.0006504502467983,4.7673763319156e-05,0.0001362489451393,200
769,1000,0.0577622650466621,0.0,0.3,0.7,0.7,0.49,0.79,0.7,0.258895078476755,0.864410763707223,0.0783805212868109,0.118448393706411,200
770,1000,0.0577622650466621,0.0,0.3,0.7,0.8,0.56,0.76,0.7,0.257828529831753,0.85717827673342,0.0778768374445287,0.116838080617486,200
771,1000,0.0577622650466621,0.0,0.3,0.7,0.9,0.63,0.73,0.7,0.257191882614366,0.85288362830611,0.0775767285371257,0.11588566428739,200
772,1000,0.0577622650466621,0.0,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.171823475688715,0.571217135473749,0.0518933552786658,0.0778691993897089,200
773,1000,0.0577622650466621,0.0,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.170463136776407,0.56220242569845,0.0512562321203144,0.0758961212048063,200
774,1000,0.0577622650466621,0.0,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.169651722968895,0.556857597401573,0.0508770069604235,0.0747316913489779,200
775,1000,0.0577622650466621,0.0,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.0867544689296125,0.290942089953944,0.0263348802933684,0.0400613023575476,200
776,1000,0.0577622650466621,0.0,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.0850731289756625,0.280052234002468,0.0255539437935669,0.0377185701427303,200
777,1000,0.0577622650466621,0.0,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.0840709921869038,0.273605444850251,0.0250896008947581,0.0363390437122686,200
778,1000,0.0577622650466621,0.0,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0036343719336766,0.0229170501169662,0.0016715660411816,0.004829536285083,200
779,1000,0.0577622650466621,0.0,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0016071805539947,0.0100822807833687,0.0007378307018689,0.0021160091467135,200
780,1000,0.0577622650466621,0.0,0.3,1.0,0.9,0.9,1.04285714285714,1.0,0.0003998072941708,0.0024956978238659,0.0001832143535672,0.0005217250926591,200
781,1000,0.0577622650466621,0.0,0.5,0.7,0.7,0.49,0.91,0.7,0.261402532012465,0.881078670433864,0.0795562029385052,0.122105094512608,200
782,1000,0.0577622650466621,0.0,0.5,0.7,0.8,0.56,0.84,0.7,0.25894564551079,0.864619353284459,0.0784010396059736,0.118472866379973,200
783,1000,0.0577622650466621,0.0,0.5,0.7,0.9,0.63,0.77,0.7,0.25747185346677,0.854752668943688,0.0777082134586239,0.116296944967343,200
784,1000,0.0577622650466621,0.0,0.5,0.8,0.7,0.56,1.04,0.8,0.175012396910875,0.591877002517608,0.0533746440348403,0.0823148187149894,200
785,1000,0.0577622650466621,0.0,0.5,0.8,0.8,0.64,0.96,0.8,0.171884305567192,0.571430437838194,0.0519169696122203,0.0778849310547427,200
786,1000,0.0577622650466621,0.0,0.5,0.8,0.9,0.72,0.88,0.8,0.170008014172929,0.559176853502125,0.0510428129664776,0.0752324367302762,200
787,1000,0.0577622650466621,0.0,0.5,0.9,0.7,0.63,1.17,0.9,0.0906845616756282,0.315762311405594,0.0281433834578279,0.0452988779510156,200
788,1000,0.0577622650466621,0.0,0.5,0.9,0.8,0.72,1.08,0.9,0.0868251449983868,0.291143981150924,0.0263609631786382,0.0400631327801606,200
789,1000,0.0577622650466621,0.0,0.5,0.9,0.9,0.81,0.99,0.9,0.0845103720178813,0.276394709747924,0.0252922042542544,0.0369298164812857,200
790,1000,0.0577622650466621,0.0,0.5,1.0,0.7,0.7,1.3,1.0,0.0083593390572733,0.0520111468368007,0.0038254245916433,0.010849202425288,200
791,1000,0.0577622650466621,0.0,0.5,1.0,0.8,0.8,1.2,1.0,0.0037141792746844,0.0230899886339859,0.0016993381342755,0.0048122295732898,200
792,1000,0.0577622650466621,0.0,0.5,1.0,0.9,0.9,1.1,1.0,0.0009283824759851,0.0057685891336376,0.0004247069884576,0.001201613518275,200
793,1000,0.0577622650466621,0.1,0.1,0.7,0.7,0.49,0.723333333333333,0.7,0.257479801508493,0.854859020745453,0.0777132742833485,0.116329241402886,200
794,1000,0.0577622650466621,0.1,0.1,0.7,0.8,0.56,0.715555555555555,0.7,0.25720130178379,0.852957476896103,0.0775814260183892,0.11590374126325,200
795,1000,0.0577622650466621,0.1,0.1,0.7,0.9,0.63,0.707777777777778,0.7,0.257035515127169,0.851834360468406,0.0775031561911367,0.115653889180104,200
796,1000,0.0577622650466621,0.1,0.1,0.8,0.7,0.56,0.826666666666667,0.8,0.170019578017961,0.559327746656114,0.0510501271758563,0.0752776335429957,200
797,1000,0.0577622650466621,0.1,0.1,0.8,0.8,0.64,0.817777777777778,0.8,0.169664008571582,0.556953118934194,0.0508831226174672,0.0747549036178605,200
798,1000,0.0577622650466621,0.1,0.1,0.8,0.9,0.72,0.808888888888889,0.8,0.169452581201298,0.55555370730667,0.050784135639347,0.0744489272216842,200
799,1000,0.0577622650466621,0.1,0.1,0.9,0.7,0.63,0.93,0.9,0.0845264207354575,0.276598946913609,0.0253022874374631,0.036990149162255,200
800,1000,0.0577622650466621,0.1,0.1,0.9,0.8,0.72,0.92,0.9,0.0840865112761362,0.273724991469502,0.0250973095736422,0.0363678624723736,200
801,1000,0.0577622650466621,0.1,0.1,0.9,0.9,0.81,0.91,0.9,0.0838252274817259,0.272035080091452,0.0249760029996726,0.0360047678974331,200
802,1000,0.0577622650466621,0.1,0.1,1.0,0.7,0.7,1.03333333333333,1.0,0.0009498413826491,0.0060349523411016,0.0004380989836862,0.0012792064626564,200
803,1000,0.0577622650466621,0.1,0.1,1.0,0.8,0.8,1.02222222222222,1.0,0.0004189200048205,0.0026414425673397,0.0001926851060749,0.0005565565703458,200
804,1000,0.0577622650466621,0.1,0.1,1.0,0.9,0.9,1.01111111111111,1.0,0.0001039332867103,0.0006504502467983,4.7673763319156e-05,0.0001362489451393,200
805,1000,0.0577622650466621,0.1,0.3,0.7,0.7,0.49,0.79,0.7,0.258895078476755,0.864410763707223,0.0783805212868109,0.118448393706411,200
806,1000,0.0577622650466621,0.1,0.3,0.7,0.8,0.56,0.76,0.7,0.257828529831753,0.85717827673342,0.0778768374445287,0.116838080617486,200
807,1000,0.0577622650466621,0.1,0.3,0.7,0.9,0.63,0.73,0.7,0.257191882614366,0.85288362830611,0.0775767285371257,0.11588566428739,200
808,1000,0.0577622650466621,0.1,0.3,0.8,0.7,0.56,0.902857142857143,0.8,0.171823475688715,0.571217135473749,0.0518933552786658,0.0778691993897089,200
809,1000,0.0577622650466621,0.1,0.3,0.8,0.8,0.64,0.868571428571429,0.8,0.170463136776407,0.56220242569845,0.0512562321203144,0.0758961212048063,200
810,1000,0.0577622650466621,0.1,0.3,0.8,0.9,0.72,0.834285714285714,0.8,0.169651722968895,0.556857597401573,0.0508770069604235,0.0747316913489779,200
811,1000,0.0577622650466621,0.1,0.3,0.9,0.7,0.63,1.01571428571429,0.9,0.0867544689296125,0.290942089953944,0.0263348802933684,0.0400613023575476,200
812,1000,0.0577622650466621,0.1,0.3,0.9,0.8,0.72,0.977142857142857,0.9,0.0850731289756625,0.280052234002468,0.0255539437935669,0.0377185701427303,200
813,1000,0.0577622650466621,0.1,0.3,0.9,0.9,0.81,0.938571428571429,0.9,0.0840709921869038,0.273605444850251,0.0250896008947581,0.0363390437122686,200
814,1000,0.0577622650466621,0.1,0.3,1.0,0.7,0.7,1.12857142857143,1.0,0.0036343719336766,0.0229170501169662,0.0016715660411816,0.004829536285083,200
815,1000,0.0577622650466621,0.1,0.3,1.0,0.8,0.8,1.08571428571429,1.0,0.0016071805539947,0.0100822807833687,0.0007378307018689,0.0021160091467135,200
816,1000,0.0577622650466621,0.1,0.3,1.0,0.9,0.9,1.04285714285714,1.0,0.0003998072941708,0.0024956978238659,0.0001832143535672,0.0005217250926591,200
817,1000,0.0577622650466621,0.1,0.5,0.7,0.7,0.49,0.91,0.7,0.261402532012465,0.881078670433864,0.0795562029385052,0.122105094512608,200
818,1000,0.0577622650466621,0.1,0.5,0.7,0.8,0.56,0.84,0.7,0.25894564551079,0.864619353284459,0.0784010396059736,0.118472866379973,200
819,1000,0.0577622650466621,0.1,0.5,0.7,0.9,0.63,0.77,0.7,0.25747185346677,0.854752668943688,0.0777082134586239,0.116296944967343,200
